chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr2,215915000,215920000,chr2,215925000,215930000,1,0.000115586016906603,0
chr5,164005000,164010000,chr5,164010000,164015000,2,2.08561291360192e-10,0
chrX,112025000,112030000,chrX,112030000,112035000,3,2.29855801563274e-14,0
chr14,92815000,92820000,chr14,92820000,92825000,3,7.85959313665485e-14,0
chrX,145620000,145625000,chrX,145625000,145630000,1,2.40826057579938e-05,0
chr3,123365000,123370000,chr3,123375000,123380000,1,0.000114035038046665,0
chr3,94295000,94300000,chr3,94300000,94305000,2,6.41973412846821e-10,0
chr11,91215000,91220000,chr11,91220000,91225000,1,1.69309210183558e-05,0
chr2,183820000,183825000,chr2,183825000,183830000,2,8.15757542296954e-09,0
chr5,78005000,78010000,chr5,78015000,78020000,1,0.000105704737788265,0
chr13,62305000,62310000,chr13,62310000,62315000,1,2.48915966512038e-05,0
chr17,26425000,26430000,chr17,26435000,26440000,1,0.000162113144085859,0
chr2,58600000,58605000,chr2,58605000,58610000,2,2.13240899853494e-09,0
chr14,29845000,29850000,chr14,29850000,29855000,4,2.3628301816303e-19,0
chr4,48175000,48180000,chr4,48180000,48185000,3,1.23965539738221e-12,0
chr1,191125000,191130000,chr1,191130000,191135000,3,8.18475873793761e-13,0
chr16,26905000,26910000,chr16,26910000,26915000,2,1.65726826757476e-08,0
chr3,7585000,7590000,chr3,7590000,7595000,4,5.70412774630973e-18,0
chrX,53065000,53070000,chrX,53070000,53075000,3,4.31385346588809e-13,0
chr2,51005000,51010000,chr2,51010000,51015000,3,8.04281254570883e-14,0
chr15,101335000,101340000,chr15,101340000,101345000,1,9.10533176796593e-05,0
chr14,85680000,85685000,chr14,85685000,85690000,1,9.31207665459503e-06,0
chr7,57480000,57485000,chr7,57485000,57490000,2,1.74351434372442e-09,0
chr10,18955000,18960000,chr10,18960000,18965000,2,1.47644418031086e-09,0
chr14,28875000,28880000,chr14,28880000,28885000,3,1.03091864588011e-15,0
chr12,74270000,74275000,chr12,74275000,74280000,3,7.69783733319547e-14,0
chrX,82235000,82240000,chrX,82240000,82245000,2,6.17110879277646e-10,0
chr8,89500000,89505000,chr8,89510000,89515000,1,1.63471057678316e-05,0
chr4,103550000,103555000,chr4,103560000,103565000,1,9.89752900249852e-05,0
chr1,84480000,84485000,chr1,84485000,84490000,3,1.3293768958809e-14,0
chr13,65655000,65660000,chr13,65660000,65665000,1,2.0517202986618e-05,0
chr4,23995000,24000000,chr4,24000000,24005000,2,1.50480020376654e-08,0
chr4,75630000,75635000,chr4,75635000,75640000,2,1.87033539915083e-09,0
chr9,104055000,104060000,chr9,104060000,104065000,2,3.01861124834075e-10,0
chr6,75200000,75205000,chr6,75205000,75210000,3,1.02355874990244e-15,0
chr3,109430000,109435000,chr3,109435000,109440000,1,1.86990454368442e-05,0
chr1,62760000,62765000,chr1,62770000,62775000,1,0.000122878056115312,0
chrX,101775000,101780000,chrX,101780000,101785000,1,5.80131546871478e-05,0
chr7,158915000,158920000,chr7,158925000,158930000,1,0.000176900027922502,0
chr3,26845000,26850000,chr3,26850000,26855000,3,2.29403977912793e-14,0
chr5,119150000,119155000,chr5,119155000,119160000,1,4.95401127760793e-05,0
chr11,99360000,99365000,chr11,99370000,99375000,1,9.38718823772579e-05,0
chr4,31810000,31815000,chr4,31815000,31820000,3,4.4653784659751e-16,0
chrX,88120000,88125000,chrX,88125000,88130000,3,5.35910344334038e-16,0
chr12,10545000,10550000,chr12,10550000,10555000,4,1.67535373296362e-19,0
chr1,17275000,17280000,chr1,17280000,17285000,4,1.86089115067739e-17,0
chr4,94610000,94615000,chr4,94620000,94625000,1,3.59045566083704e-05,0
chr3,58260000,58265000,chr3,58270000,58275000,1,8.75676259584702e-05,0
chrX,49710000,49715000,chrX,49715000,49720000,3,8.90326877377727e-14,0
chr18,48525000,48530000,chr18,48530000,48535000,3,3.16412907115901e-14,0
chr18,975000,980000,chr18,980000,985000,3,6.16305180759736e-13,0
chr18,40115000,40120000,chr18,40120000,40125000,1,3.29689030842409e-05,0
chr13,109425000,109430000,chr13,109430000,109435000,2,4.61018719438131e-10,0
chrX,45590000,45595000,chrX,45595000,45600000,2,1.15934133833928e-09,0
chr7,108980000,108985000,chr7,108990000,108995000,1,0.000142902493586654,0
chr19,53795000,53800000,chr19,53800000,53805000,1,2.51543079308327e-05,0
chr19,11735000,11740000,chr19,11740000,11745000,4,1.32433216435192e-17,0
chr2,136235000,136240000,chr2,136240000,136245000,1,3.75308359344815e-05,0
chr13,45945000,45950000,chr13,45950000,45955000,3,1.63344160716707e-13,0
chr2,231150000,231155000,chr2,231160000,231165000,1,8.33647119198491e-05,0
chr19,14305000,14310000,chr19,14310000,14315000,3,2.94135538669629e-13,0
chr8,15435000,15440000,chr8,15440000,15445000,1,7.28240263237146e-05,0
chr11,2545000,2550000,chr11,2555000,2560000,1,0.000148939238669181,0
chr11,46830000,46835000,chr11,46845000,46850000,1,0.000409201671939459,0
chr5,83860000,83865000,chr5,83865000,83870000,2,4.94727642984679e-10,0
chr1,59095000,59100000,chr1,59105000,59110000,1,0.000103311475006307,0
chr7,40465000,40470000,chr7,40475000,40480000,1,7.45126576574631e-05,0
chr1,105015000,105020000,chr1,105020000,105025000,1,2.14054273974385e-05,0
chr3,76855000,76860000,chr3,76860000,76865000,2,3.08960298185668e-10,0
chr9,1575000,1580000,chr9,1580000,1585000,2,4.58745115934089e-10,0
chr7,115220000,115225000,chr7,115225000,115230000,3,1.428780501995e-13,0
chrX,100055000,100060000,chrX,100060000,100065000,2,1.95558013980761e-09,0
chr10,13040000,13045000,chr10,13050000,13055000,1,0.000178454981050404,0
chr7,131800000,131805000,chr7,131810000,131815000,1,0.000391250488789387,0
chr11,99030000,99035000,chr11,99035000,99040000,2,9.48963345816558e-10,0
chr4,116775000,116780000,chr4,116785000,116790000,1,4.77387427212198e-05,0
chr14,44775000,44780000,chr14,44780000,44785000,2,1.1658504686611e-10,0
chr5,25130000,25135000,chr5,25140000,25145000,1,7.0180394970433e-05,0
chr1,79930000,79935000,chr1,79935000,79940000,2,1.03685831631909e-09,0
chr5,148200000,148205000,chr5,148205000,148210000,3,1.65774412046896e-12,0
chr1,195890000,195895000,chr1,195895000,195900000,1,6.84916824708102e-05,0
chr5,60690000,60695000,chr5,60695000,60700000,2,1.06367307108517e-08,0
chr5,105380000,105385000,chr5,105385000,105390000,1,3.87067559618872e-05,0
chr19,10055000,10060000,chr19,10060000,10065000,3,1.00214375612399e-11,0
chr14,33045000,33050000,chr14,33055000,33060000,1,4.73259238656171e-05,0
chr8,43155000,43160000,chr8,43165000,43170000,1,2.93576961722158e-05,0
chr2,215455000,215460000,chr2,215465000,215470000,1,4.24012994807509e-05,0
chr11,31075000,31080000,chr11,31080000,31085000,3,1.66617962719766e-14,0
chr4,22560000,22565000,chr4,22565000,22570000,2,6.11632992021438e-10,0
chr5,140125000,140130000,chr5,140130000,140135000,4,2.47499053828267e-17,0
chr21,31750000,31755000,chr21,31755000,31760000,3,1.96732876227205e-13,0
chr5,25715000,25720000,chr5,25725000,25730000,1,4.98236617901188e-05,0
chr14,45000000,45005000,chr14,45005000,45010000,4,1.06161381307753e-18,0
chr10,93400000,93405000,chr10,93410000,93415000,1,0.000155134353652463,0
chr3,103945000,103950000,chr3,103950000,103955000,3,2.71030659239929e-15,0
chr4,25735000,25740000,chr4,25750000,25755000,1,0.000218702829133075,0
chr8,138920000,138925000,chr8,138925000,138930000,2,5.06671643747768e-10,0
chr12,21425000,21430000,chr12,21430000,21435000,2,6.42478677492732e-10,0
chr11,60690000,60695000,chr11,60695000,60700000,4,1.20605285271689e-17,0
chr4,42040000,42045000,chr4,42050000,42055000,1,0.000228927889626893,0
chr4,154925000,154930000,chr4,154935000,154940000,1,6.36131210748059e-05,0
chr5,99115000,99120000,chr5,99120000,99125000,3,8.35485620729904e-14,0
chr2,231945000,231950000,chr2,231955000,231960000,1,9.25084628515796e-05,0
chr3,95100000,95105000,chr3,95105000,95110000,1,2.58590448858219e-05,0
chr11,115465000,115470000,chr11,115470000,115475000,3,7.72659045581658e-14,0
chrX,39205000,39210000,chrX,39210000,39215000,1,2.36697731303002e-05,0
chr13,84985000,84990000,chr13,84990000,84995000,2,1.01374872650859e-10,0
chr6,79225000,79230000,chr6,79235000,79240000,1,4.60791397112364e-05,0
chr10,132075000,132080000,chr10,132080000,132085000,4,3.32105313143684e-20,0
chr8,43465000,43470000,chr8,43470000,43475000,1,5.25448391377994e-06,0
chr13,70235000,70240000,chr13,70240000,70245000,2,3.05252160005268e-10,0
chr2,194660000,194665000,chr2,194670000,194675000,1,1.72019780423546e-05,0
chr16,220000,225000,chr16,230000,235000,1,0.000192228438723304,0
chr12,65865000,65870000,chr12,65875000,65880000,1,0.000177921415237404,0
chr13,71640000,71645000,chr13,71650000,71655000,1,2.23436936596939e-05,0
chr9,14285000,14290000,chr9,14295000,14300000,1,6.60524022563853e-05,0
chr10,87095000,87100000,chr10,87100000,87105000,3,5.34744306078879e-13,0
chrX,150780000,150785000,chrX,150790000,150795000,1,0.000122807177712147,0
chr4,108090000,108095000,chr4,108095000,108100000,3,1.70827439834056e-14,0
chr7,56675000,56680000,chr7,56685000,56690000,1,3.18179880815861e-05,0
chr1,119360000,119365000,chr1,119365000,119370000,2,2.09738166501264e-08,0
chr1,169560000,169565000,chr1,169565000,169570000,3,1.48729285634672e-12,0
chr3,96490000,96495000,chr3,96500000,96505000,1,4.9106449994446e-05,0
chr2,21920000,21925000,chr2,21930000,21935000,1,7.71228381119546e-05,0
chr14,83590000,83595000,chr14,83600000,83605000,1,2.64845483774802e-05,0
chr21,9710000,9715000,chr21,9715000,9720000,1,1.16974082889211e-05,0
chr18,65505000,65510000,chr18,65510000,65515000,1,1.32862333984882e-05,0
chr14,44165000,44170000,chr14,44170000,44175000,1,1.40120104531322e-06,0
chrX,69665000,69670000,chrX,69670000,69675000,3,7.96631588752529e-14,0
chr6,37970000,37975000,chr6,37980000,37985000,1,0.000357071581361102,0
chr3,175000,180000,chr3,180000,185000,2,5.31753226754165e-09,0
chr21,10575000,10580000,chr21,10580000,10585000,1,8.44050977097215e-06,0
chr2,200935000,200940000,chr2,200940000,200945000,3,3.27084121085332e-14,0
chr9,129900000,129905000,chr9,129905000,129910000,4,8.66963879361666e-18,0
chr3,104185000,104190000,chr3,104190000,104195000,1,1.49751365177436e-05,0
chr1,98495000,98500000,chr1,98500000,98505000,3,9.39744633156415e-15,0
chr4,180315000,180320000,chr4,180320000,180325000,3,6.78506255541692e-15,0
chr22,41505000,41510000,chr22,41510000,41515000,3,3.23532663948008e-13,0
chr1,7060000,7065000,chr1,7065000,7070000,3,2.17257818285168e-12,0
chr5,54100000,54105000,chr5,54110000,54115000,1,2.29191707346206e-05,0
chr5,28130000,28135000,chr5,28140000,28145000,1,6.74200657363821e-05,0
chr11,82895000,82900000,chr11,82905000,82910000,1,0.000182998917733607,0
chr11,38900000,38905000,chr11,38905000,38910000,2,5.82592976910574e-10,0
chrX,142530000,142535000,chrX,142545000,142550000,1,1.87866159661965e-05,0
chr14,43225000,43230000,chr14,43230000,43235000,1,9.75828474264312e-06,0
chr20,54470000,54475000,chr20,54475000,54480000,2,3.85087072205046e-12,0
chr10,43370000,43375000,chr10,43375000,43380000,1,9.15369769850351e-05,0
chrX,13420000,13425000,chrX,13430000,13435000,1,8.46280864686905e-05,0
chr10,109505000,109510000,chr10,109510000,109515000,1,3.009161071793e-05,0
chr12,78130000,78135000,chr12,78135000,78140000,1,5.97102461985959e-05,0
chr6,110495000,110500000,chr6,110500000,110505000,3,2.28773507991541e-12,0
chr9,106000000,106005000,chr9,106005000,106010000,2,3.25497460929282e-10,0
chr5,61065000,61070000,chr5,61070000,61075000,3,1.23728094269736e-12,0
chr18,5495000,5500000,chr18,5505000,5510000,1,0.00016878335265901,0
chr9,76240000,76245000,chr9,76250000,76255000,1,3.70304428565305e-05,0
chr1,66140000,66145000,chr1,66145000,66150000,3,2.16495262240637e-13,0
chr11,5955000,5960000,chr11,5960000,5965000,2,5.63917686098874e-09,0
chr4,30520000,30525000,chr4,30530000,30535000,1,5.55112863233291e-05,0
chr18,41870000,41875000,chr18,41880000,41885000,1,1.35781431949661e-05,0
chr17,13370000,13375000,chr17,13375000,13380000,4,2.54237418781263e-18,0
chr4,113340000,113345000,chr4,113350000,113355000,1,0.000122540345535109,0
chr2,138275000,138280000,chr2,138280000,138285000,3,3.27084121085332e-14,0
chr1,35595000,35600000,chr1,35600000,35605000,1,6.02231287116716e-05,0
chr18,67280000,67285000,chr18,67285000,67290000,2,3.09749094237824e-10,0
chr17,21545000,21550000,chr17,21550000,21555000,1,8.61916581581547e-05,0
chr12,113025000,113030000,chr12,113035000,113040000,1,0.000165114746329989,0
chr12,8590000,8595000,chr12,8595000,8600000,1,7.12273202895406e-06,0
chr6,67930000,67935000,chr6,67935000,67940000,1,5.39934831245046e-05,0
chr2,42485000,42490000,chr2,42490000,42495000,2,1.5240674058826e-09,0
chr9,93925000,93930000,chr9,93940000,93945000,1,7.74981058730007e-05,0
chrX,31395000,31400000,chrX,31400000,31405000,2,2.96251412850245e-10,0
chr7,119225000,119230000,chr7,119230000,119235000,1,2.56713931402836e-05,0
chr21,16015000,16020000,chr21,16020000,16025000,5,1.28101442547127e-22,0
chr22,38375000,38380000,chr22,38385000,38390000,1,0.000196184439204458,0
chrX,72860000,72865000,chrX,72865000,72870000,1,2.06297939520126e-05,0
chr5,156100000,156105000,chr5,156105000,156110000,1,3.09631421116839e-05,0
chr2,57370000,57375000,chr2,57380000,57385000,1,9.30713453814833e-05,0
chr14,26930000,26935000,chr14,26935000,26940000,3,2.38687343193393e-15,0
chr7,150505000,150510000,chr7,150520000,150525000,1,0.000135123042942212,0
chrX,3360000,3365000,chrX,3365000,3370000,2,3.38626738306589e-10,0
chr8,115055000,115060000,chr8,115060000,115065000,3,3.52419991546731e-16,0
chrX,94520000,94525000,chrX,94525000,94530000,3,2.1333048082428e-15,0
chr13,24080000,24085000,chr13,24085000,24090000,2,1.01370491078491e-08,0
chr14,39205000,39210000,chr14,39210000,39215000,3,8.72599517001322e-14,0
chr6,117095000,117100000,chr6,117100000,117105000,1,4.87270029247508e-05,0
chr12,88135000,88140000,chr12,88140000,88145000,1,7.21030768555074e-06,0
chr1,195175000,195180000,chr1,195185000,195190000,1,9.88293588611985e-05,0
chr5,121285000,121290000,chr5,121290000,121295000,3,1.88059025809611e-13,0
chr18,40300000,40305000,chr18,40305000,40310000,3,1.07463256856655e-15,0
chrX,14615000,14620000,chrX,14620000,14625000,3,4.17739104627171e-14,0
chr7,81785000,81790000,chr7,81790000,81795000,4,7.30517790976532e-19,0
chr8,74950000,74955000,chr8,74955000,74960000,2,1.80586018543441e-08,0
chr10,1845000,1850000,chr10,1855000,1860000,1,7.88115272615239e-05,0
chr11,4265000,4270000,chr11,4270000,4275000,1,3.66980396676438e-06,0
chr7,82155000,82160000,chr7,82160000,82165000,4,1.46086284205584e-17,0
chr16,63980000,63985000,chr16,63985000,63990000,2,3.36459560252262e-10,0
chr5,112410000,112415000,chr5,112415000,112420000,2,3.46991425891661e-09,0
chr15,24755000,24760000,chr15,24760000,24765000,1,1.10093328860789e-05,0
chr6,15430000,15435000,chr6,15435000,15440000,3,8.41442521447543e-12,0
chr18,61985000,61990000,chr18,61990000,61995000,1,2.54462111053631e-05,0
chr14,26315000,26320000,chr14,26325000,26330000,1,4.05665415786951e-05,0
chr14,47880000,47885000,chr14,47890000,47895000,1,4.37606835143033e-05,0
chr2,148635000,148640000,chr2,148645000,148650000,1,6.83165450619588e-05,0
chrX,71565000,71570000,chrX,71580000,71585000,1,0.000125141950209104,0
chr18,65895000,65900000,chr18,65900000,65905000,3,2.35260065223249e-15,0
chr3,103830000,103835000,chr3,103835000,103840000,3,9.68485500031214e-16,0
chr15,71555000,71560000,chr15,71560000,71565000,2,1.39765564903414e-09,0
chr8,31260000,31265000,chr8,31270000,31275000,1,0.000125654754741086,0
chr11,98240000,98245000,chr11,98250000,98255000,1,6.58522621356762e-05,0
chr1,4350000,4355000,chr1,4355000,4360000,1,0.000137290875206626,0
chr1,77445000,77450000,chr1,77450000,77455000,1,2.18766451740866e-05,0
chr1,81680000,81685000,chr1,81685000,81690000,1,3.82147047125086e-05,0
chr11,49780000,49785000,chr11,49785000,49790000,1,1.03337670813472e-05,0
chr16,77410000,77415000,chr16,77415000,77420000,3,1.93767155787727e-13,0
chr12,132695000,132700000,chr12,132705000,132710000,1,4.61208370204702e-05,0
chr2,25760000,25765000,chr2,25770000,25775000,1,0.000213054577431208,0
chr7,114120000,114125000,chr7,114125000,114130000,4,2.82650173726629e-17,0
chr8,60085000,60090000,chr8,60090000,60095000,2,2.80024937756327e-09,0
chr11,93935000,93940000,chr11,93940000,93945000,3,1.85228792771568e-13,0
chr2,221420000,221425000,chr2,221425000,221430000,3,1.96669941704626e-15,0
chr8,92785000,92790000,chr8,92795000,92800000,1,6.94173441653012e-05,0
chr12,79785000,79790000,chr12,79790000,79795000,2,1.32553446997023e-09,0
chr13,35900000,35905000,chr13,35905000,35910000,2,5.86441269813078e-10,0
chr13,72435000,72440000,chr13,72440000,72445000,1,2.66221592778703e-05,0
chr13,57095000,57100000,chr13,57100000,57105000,1,1.88491685165705e-05,0
chr7,81520000,81525000,chr7,81530000,81535000,1,6.41760331864686e-05,0
chr11,37210000,37215000,chr11,37215000,37220000,3,8.16457045395501e-15,0
chr1,104505000,104510000,chr1,104510000,104515000,3,1.89363268216781e-14,0
chr5,107900000,107905000,chr5,107910000,107915000,1,0.00012462079938518,0
chr5,40305000,40310000,chr5,40310000,40315000,2,1.22108017825855e-08,0
chr7,138215000,138220000,chr7,138220000,138225000,1,8.1417540458357e-05,0
chr4,44990000,44995000,chr4,44995000,45000000,1,0.000114272689553474,0
chr22,49420000,49425000,chr22,49425000,49430000,1,5.19669537190049e-05,0
chr6,122850000,122855000,chr6,122860000,122865000,1,5.1287288783084e-05,0
chr5,170695000,170700000,chr5,170700000,170705000,3,6.52079637726986e-13,0
chrX,140785000,140790000,chrX,140790000,140795000,1,2.16852368191713e-06,0
chr18,34140000,34145000,chr18,34150000,34155000,1,0.000236097395967434,0
chr12,87130000,87135000,chr12,87140000,87145000,1,4.91731678436533e-05,0
chr3,161790000,161795000,chr3,161795000,161800000,3,2.23994180855281e-14,0
chr2,179705000,179710000,chr2,179715000,179720000,1,0.000223267258523957,0
chr8,86240000,86245000,chr8,86245000,86250000,1,5.7195878151866e-05,0
chr21,17460000,17465000,chr21,17465000,17470000,3,2.71711977234718e-13,0
chr10,104850000,104855000,chr10,104855000,104860000,2,4.45839451703247e-09,0
chrX,93510000,93515000,chrX,93515000,93520000,2,1.5935885222978e-10,0
chr8,130160000,130165000,chr8,130165000,130170000,1,3.24027416071145e-06,0
chr5,15465000,15470000,chr5,15475000,15480000,1,0.000119909553560725,0
chr17,25975000,25980000,chr17,25980000,25985000,2,9.24873979883519e-09,0
chr17,69760000,69765000,chr17,69765000,69770000,1,7.04055592021973e-05,0
chr1,78355000,78360000,chr1,78360000,78365000,3,2.11326306911248e-13,0
chr1,71720000,71725000,chr1,71730000,71735000,1,5.13414821398296e-05,0
chr19,8995000,9000000,chr19,9005000,9010000,1,0.000103128031284289,0
chr3,58710000,58715000,chr3,58715000,58720000,2,2.30264149266024e-09,0
chr10,58185000,58190000,chr10,58190000,58195000,1,6.20494750315522e-05,0
chr8,66115000,66120000,chr8,66120000,66125000,1,7.32826158203597e-05,0
chr3,11900000,11905000,chr3,11910000,11915000,1,7.01637151379901e-05,0
chr3,176730000,176735000,chr3,176740000,176745000,1,0.000138975192838729,0
chr6,71500000,71505000,chr6,71510000,71515000,1,7.90366984387454e-05,0
chr5,130665000,130670000,chr5,130670000,130675000,2,9.85475222330452e-10,0
chrX,117985000,117990000,chrX,117995000,118000000,1,0.000118304386580023,0
chr10,50920000,50925000,chr10,50925000,50930000,2,2.69353748968878e-10,0
chr9,7320000,7325000,chr9,7335000,7340000,1,7.49212805324286e-05,0
chr3,55555000,55560000,chr3,55560000,55565000,2,1.6013607427818e-09,0
chr1,188710000,188715000,chr1,188715000,188720000,2,3.04909746072318e-09,0
chr5,19050000,19055000,chr5,19055000,19060000,3,1.82108660372614e-13,0
chr12,81250000,81255000,chr12,81255000,81260000,3,5.8167261461768e-14,0
chr5,13635000,13640000,chr5,13645000,13650000,1,0.000138349829045688,0
chr13,99390000,99395000,chr13,99395000,99400000,2,3.37178070547224e-09,0
chr3,20670000,20675000,chr3,20680000,20685000,1,4.47948153067579e-05,0
chr18,64375000,64380000,chr18,64380000,64385000,2,5.95061818134484e-11,0
chr10,58330000,58335000,chr10,58335000,58340000,3,3.27873469023545e-15,0
chr1,107545000,107550000,chr1,107550000,107555000,4,1.6929922220726e-16,0
chr13,105615000,105620000,chr13,105625000,105630000,1,5.42645189058641e-05,0
chr14,46625000,46630000,chr14,46630000,46635000,2,1.48801029408267e-10,0
chr4,59320000,59325000,chr4,59325000,59330000,3,3.29695532357051e-15,0
chr3,174255000,174260000,chr3,174260000,174265000,2,9.88812385130668e-10,0
chr4,117740000,117745000,chr4,117745000,117750000,2,1.4679807655383e-09,0
chr4,117510000,117515000,chr4,117515000,117520000,3,3.14945161245552e-13,0
chr1,178630000,178635000,chr1,178640000,178645000,1,0.000324094758092829,0
chr14,89705000,89710000,chr14,89710000,89715000,4,1.98503021713085e-18,0
chr1,196640000,196645000,chr1,196645000,196650000,4,1.05765924923903e-17,0
chrX,145980000,145985000,chrX,145990000,145995000,1,1.83153950022901e-05,0
chrX,4820000,4825000,chrX,4825000,4830000,1,1.86156418675181e-05,0
chr11,9720000,9725000,chr11,9735000,9740000,1,0.000323161230885627,0
chr10,16155000,16160000,chr10,16160000,16165000,1,9.59232937560454e-05,0
chr20,15380000,15385000,chr20,15385000,15390000,3,6.63356441008537e-15,0
chr5,35745000,35750000,chr5,35750000,35755000,2,2.52016597967239e-09,0
chr3,166565000,166570000,chr3,166570000,166575000,1,8.78177737649885e-05,0
chr11,110950000,110955000,chr11,110955000,110960000,2,2.9569978352346e-09,0
chr8,88840000,88845000,chr8,88850000,88855000,1,0.000159361665373516,0
chr11,132500000,132505000,chr11,132505000,132510000,2,3.56714926612474e-09,0
chr4,88540000,88545000,chr4,88545000,88550000,3,1.95575426150526e-12,0
chr11,1470000,1475000,chr11,1475000,1480000,1,6.6556706312385e-06,0
chrX,14775000,14780000,chrX,14785000,14790000,1,6.97217318524172e-05,0
chr17,32620000,32625000,chr17,32625000,32630000,1,1.10094494104292e-06,0
chr5,102290000,102295000,chr5,102295000,102300000,2,4.93098673127408e-09,0
chr8,71310000,71315000,chr8,71315000,71320000,1,0.000176120509960603,0
chr3,76775000,76780000,chr3,76780000,76785000,2,9.33601910593634e-10,0
chr14,79000000,79005000,chr14,79005000,79010000,2,2.81618059677726e-10,0
chr5,60155000,60160000,chr5,60160000,60165000,2,5.66550088737762e-10,0
chr7,92740000,92745000,chr7,92745000,92750000,2,3.96897895389717e-09,0
chr4,167410000,167415000,chr4,167415000,167420000,2,1.24791168934866e-09,0
chr3,89595000,89600000,chr3,89600000,89605000,2,9.55533331635955e-11,0
chr15,101090000,101095000,chr15,101100000,101105000,1,0.00017262704209164,0
chr10,127525000,127530000,chr10,127535000,127540000,1,9.60233289791127e-05,0
chr18,38475000,38480000,chr18,38480000,38485000,4,4.01010650227299e-18,0
chr1,97655000,97660000,chr1,97660000,97665000,1,6.41760331864686e-05,0
chr22,46285000,46290000,chr22,46295000,46300000,1,0.000103928546476506,0
chr3,153450000,153455000,chr3,153460000,153465000,1,5.87595467109038e-05,0
chr3,76000000,76005000,chr3,76005000,76010000,1,6.93924357366687e-06,0
chr7,15725000,15730000,chr7,15730000,15735000,2,3.28498010193203e-09,0
chr8,119935000,119940000,chr8,119945000,119950000,1,9.27377845620453e-05,0
chr1,174600000,174605000,chr1,174610000,174615000,1,4.83392145285668e-05,0
chr4,66500000,66505000,chr4,66505000,66510000,2,5.70278687722018e-10,0
chr3,88905000,88910000,chr3,88915000,88920000,1,6.77786556899823e-05,0
chr4,124955000,124960000,chr4,124960000,124965000,2,1.59428422834405e-09,0
chr5,106675000,106680000,chr5,106680000,106685000,2,3.69237262553842e-09,0
chr4,112245000,112250000,chr4,112250000,112255000,3,8.209559042514e-14,0
chr4,84580000,84585000,chr4,84585000,84590000,4,4.74611119617371e-18,0
chr14,46365000,46370000,chr14,46370000,46375000,1,3.89819720099184e-05,0
chrX,117045000,117050000,chrX,117055000,117060000,1,3.1025691196867e-05,0
chr2,235400000,235405000,chr2,235405000,235410000,1,9.79496085697418e-05,0
chr4,176895000,176900000,chr4,176900000,176905000,3,2.94961863602638e-14,0
chr13,106795000,106800000,chr13,106800000,106805000,2,8.0159436059108e-10,0
chrX,82490000,82495000,chrX,82495000,82500000,3,8.59082943228761e-15,0
chr15,57685000,57690000,chr15,57690000,57695000,1,0.00012784360605767,0
chr6,139180000,139185000,chr6,139185000,139190000,3,2.23789661801324e-12,0
chr4,4040000,4045000,chr4,4045000,4050000,1,6.23865139361605e-06,0
chrX,104660000,104665000,chrX,104665000,104670000,1,4.10961207023976e-05,0
chr3,163420000,163425000,chr3,163425000,163430000,2,5.09131371431197e-10,0
chr18,70090000,70095000,chr18,70095000,70100000,3,1.4556514057111e-14,0
chr17,62290000,62295000,chr17,62295000,62300000,3,3.84530436563218e-13,0
chr22,41425000,41430000,chr22,41435000,41440000,1,0.000199419305588995,0
chr17,15175000,15180000,chr17,15185000,15190000,1,0.000141551688151381,0
chr4,81775000,81780000,chr4,81780000,81785000,1,2.17890740516527e-05,0
chrX,73765000,73770000,chrX,73770000,73775000,2,4.23753650489236e-09,0
chr1,105650000,105655000,chr1,105655000,105660000,1,2.17682235354214e-05,0
chr4,113240000,113245000,chr4,113250000,113255000,1,0.000131566658784457,0
chr17,16840000,16845000,chr17,16850000,16855000,1,0.000137912071219016,0
chr5,114295000,114300000,chr5,114300000,114305000,3,6.97761329363535e-14,0
chr14,39665000,39670000,chr14,39675000,39680000,1,7.63973316242698e-05,0
chr19,37010000,37015000,chr19,37020000,37025000,1,0.000105045941202796,0
chrX,47920000,47925000,chrX,47925000,47930000,3,1.16802468621675e-13,0
chr2,121165000,121170000,chr2,121170000,121175000,3,5.74474041618452e-13,0
chr15,45025000,45030000,chr15,45035000,45040000,1,0.000156902033572859,0
chr19,39730000,39735000,chr19,39735000,39740000,1,0.00016117097768854,0
chr18,74370000,74375000,chr18,74375000,74380000,3,2.8918337833114e-14,0
chr6,124675000,124680000,chr6,124680000,124685000,3,1.14855816851625e-13,0
chr14,29125000,29130000,chr14,29130000,29135000,1,2.16764830476586e-05,0
chr2,142440000,142445000,chr2,142445000,142450000,2,5.33229400650417e-10,0
chr4,123920000,123925000,chr4,123925000,123930000,1,2.30192531056683e-05,0
chr14,51680000,51685000,chr14,51685000,51690000,1,1.73479327004299e-05,0
chr14,88010000,88015000,chr14,88015000,88020000,3,7.90243694154804e-15,0
chr14,48175000,48180000,chr14,48180000,48185000,3,2.8019595022144e-15,0
chr8,6870000,6875000,chr8,6875000,6880000,1,4.67482540043678e-06,0
chr14,61515000,61520000,chr14,61520000,61525000,2,3.32097155058453e-10,0
chr10,110250000,110255000,chr10,110255000,110260000,3,7.70859370998229e-16,0
chrX,98995000,99000000,chrX,99000000,99005000,3,2.27788149528609e-15,0
chrX,27730000,27735000,chrX,27735000,27740000,2,2.1138042217086e-10,0
chr12,22410000,22415000,chr12,22415000,22420000,2,3.03983454568434e-09,0
chrX,81480000,81485000,chrX,81490000,81495000,1,1.9787436967931e-05,0
