chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chrX,127350000,127355000,chrX,127355000,127360000,1,1.18571460866043e-05,0
chr5,26250000,26255000,chr5,26255000,26260000,2,1.49027966600034e-10,0
chr2,22610000,22615000,chr2,22615000,22620000,2,6.06935715139381e-10,0
chr1,174745000,174750000,chr1,174750000,174755000,1,0.00010620473848173,0
chr18,76865000,76870000,chr18,76875000,76880000,1,0.000102311260908491,0
chr7,63895000,63900000,chr7,63900000,63905000,1,2.31905739963629e-05,0
chr3,163115000,163120000,chr3,163120000,163125000,2,7.47990093388736e-10,0
chr10,19695000,19700000,chr10,19700000,19705000,2,3.35436912634651e-09,0
chr2,131075000,131080000,chr2,131080000,131085000,4,1.2942522670684e-16,0
chr4,122535000,122540000,chr4,122540000,122545000,3,6.70593145027464e-13,0
chr7,122670000,122675000,chr7,122675000,122680000,3,5.69962829616213e-13,0
chr9,81585000,81590000,chr9,81590000,81595000,2,5.85542947152398e-09,0
chr21,28570000,28575000,chr21,28575000,28580000,1,2.60615634715962e-05,0
chr9,89085000,89090000,chr9,89090000,89095000,1,5.66262920316931e-05,0
chr5,109615000,109620000,chr5,109620000,109625000,1,2.44595333328791e-05,0
chr10,99925000,99930000,chr10,99930000,99935000,2,7.2542592102428e-09,0
chr13,84665000,84670000,chr13,84670000,84675000,2,3.89941414862099e-09,0
chr1,2300000,2305000,chr1,2310000,2315000,1,0.000133894211227942,0
chr11,23035000,23040000,chr11,23040000,23045000,2,1.04029737139146e-09,0
chr20,24405000,24410000,chr20,24410000,24415000,3,2.80475483485088e-14,0
chrX,10720000,10725000,chrX,10725000,10730000,1,3.24538178020152e-05,0
chr8,64800000,64805000,chr8,64805000,64810000,3,7.10808326346e-15,0
chr21,21580000,21585000,chr21,21585000,21590000,3,8.86172426518154e-15,0
chr20,51575000,51580000,chr20,51580000,51585000,2,1.13888396562406e-08,0
chr14,27700000,27705000,chr14,27705000,27710000,1,2.30954029317729e-05,0
chr2,177135000,177140000,chr2,177140000,177145000,3,8.27827252109911e-13,0
chr1,223130000,223135000,chr1,223135000,223140000,1,0.000206655092221297,0
chr6,91520000,91525000,chr6,91525000,91530000,3,2.32089629979771e-13,0
chrX,76160000,76165000,chrX,76165000,76170000,1,6.06740347511931e-06,0
chr7,32230000,32235000,chr7,32235000,32240000,2,1.54959256031383e-08,0
chr16,76440000,76445000,chr16,76445000,76450000,3,1.06429935609162e-14,0
chr9,121330000,121335000,chr9,121335000,121340000,3,3.18261353564535e-14,0
chr8,50740000,50745000,chr8,50745000,50750000,1,5.2696741083755e-05,0
chr3,75940000,75945000,chr3,75945000,75950000,1,9.10504422467645e-06,0
chr6,1590000,1595000,chr6,1595000,1600000,3,1.3865693287452e-12,0
chr22,34765000,34770000,chr22,34770000,34775000,3,2.16306686170404e-14,0
chrX,66475000,66480000,chrX,66480000,66485000,1,1.14447284249131e-05,0
chr22,50545000,50550000,chr22,50550000,50555000,3,2.51000661580351e-13,0
chr14,28860000,28865000,chr14,28865000,28870000,3,2.04924104852957e-14,0
chr11,30185000,30190000,chr11,30190000,30195000,2,6.11243349371134e-09,0
chr19,9935000,9940000,chr19,9940000,9945000,4,2.4260728403587e-17,0
chr15,26160000,26165000,chr15,26165000,26170000,2,1.5085791101671e-09,0
chr11,59115000,59120000,chr11,59120000,59125000,2,2.88908587338435e-09,0
chr4,70215000,70220000,chr4,70220000,70225000,1,5.11542625606584e-05,0
chrX,86350000,86355000,chrX,86355000,86360000,1,5.99602273332606e-06,0
chrX,148170000,148175000,chrX,148175000,148180000,3,3.37832879874592e-16,0
chr5,52515000,52520000,chr5,52520000,52525000,1,5.76968977275933e-05,0
chr3,192470000,192475000,chr3,192475000,192480000,2,4.09852900970242e-09,0
chr11,23015000,23020000,chr11,23020000,23025000,1,3.66412585470556e-05,0
chr15,38260000,38265000,chr15,38265000,38270000,2,7.85555282768546e-09,0
chr3,117305000,117310000,chr3,117310000,117315000,2,6.84747540890383e-09,0
chr10,72945000,72950000,chr10,72950000,72955000,2,2.66018806619619e-09,0
chr12,43275000,43280000,chr12,43280000,43285000,2,7.37367617288933e-09,0
chr2,118150000,118155000,chr2,118155000,118160000,2,5.60896895435924e-10,0
chr4,59445000,59450000,chr4,59450000,59455000,1,2.58751870513115e-05,0
chr6,74560000,74565000,chr6,74565000,74570000,2,4.3128676443501e-09,0
chrX,35460000,35465000,chrX,35465000,35470000,1,7.88761044187644e-06,0
chr6,62830000,62835000,chr6,62835000,62840000,1,4.56028878170011e-05,0
chr10,4770000,4775000,chr10,4775000,4780000,4,1.80973579668888e-16,0
chr7,146820000,146825000,chr7,146825000,146830000,2,1.2854198342974e-09,0
chr17,31585000,31590000,chr17,31590000,31595000,2,2.16624505923676e-09,0
chr4,115190000,115195000,chr4,115195000,115200000,3,4.77911884248004e-14,0
chr10,81980000,81985000,chr10,81985000,81990000,1,6.9596625649425e-06,0
chr17,28335000,28340000,chr17,28340000,28345000,2,2.46588298649425e-09,0
chr18,38365000,38370000,chr18,38370000,38375000,2,3.07637774060573e-10,0
chr3,780000,785000,chr3,785000,790000,2,7.09832735784316e-10,0
chr11,40020000,40025000,chr11,40025000,40030000,2,1.32889913277272e-09,0
chr5,14450000,14455000,chr5,14455000,14460000,3,1.01685589570933e-12,0
chr1,164035000,164040000,chr1,164040000,164045000,2,1.22793281666521e-08,0
chrX,108455000,108460000,chrX,108460000,108465000,2,1.75146448939151e-09,0
chr6,83750000,83755000,chr6,83755000,83760000,1,0.000185145921993609,0
chr19,22355000,22360000,chr19,22360000,22365000,1,6.99535308671524e-06,0
chr11,66570000,66575000,chr11,66575000,66580000,2,6.06166625369313e-09,0
chr18,63925000,63930000,chr18,63930000,63935000,2,1.57084729447747e-09,0
chr18,32725000,32730000,chr18,32730000,32735000,3,2.2027885322371e-13,0
chr7,109225000,109230000,chr7,109230000,109235000,2,2.44580531276972e-09,0
chr9,17415000,17420000,chr9,17420000,17425000,3,4.60711715270683e-14,0
chr4,58650000,58655000,chr4,58655000,58660000,3,2.29368752961439e-14,0
chrX,111820000,111825000,chrX,111825000,111830000,1,4.25694323719423e-05,0
chr22,24730000,24735000,chr22,24735000,24740000,3,5.61725101223644e-13,0
chr3,140810000,140815000,chr3,140815000,140820000,2,2.09647116137354e-09,0
chr1,70450000,70455000,chr1,70455000,70460000,3,3.92660041162421e-12,0
chrX,144570000,144575000,chrX,144575000,144580000,3,6.45122774799069e-16,0
chr2,104310000,104315000,chr2,104315000,104320000,2,3.07737408944018e-10,0
chr5,12185000,12190000,chr5,12190000,12195000,1,3.13990214140137e-05,0
chr7,138115000,138120000,chr7,138120000,138125000,3,6.21392230027408e-13,0
chrX,8315000,8320000,chrX,8320000,8325000,2,3.2227763511886e-11,0
chr10,19960000,19965000,chr10,19965000,19970000,2,6.9513450697486e-10,0
chr1,98290000,98295000,chr1,98295000,98300000,2,1.40791443234471e-08,0
chr21,18400000,18405000,chr21,18405000,18410000,1,1.2372668191315e-05,0
chr13,55065000,55070000,chr13,55070000,55075000,1,1.57354434766249e-05,0
chr11,60645000,60650000,chr11,60650000,60655000,2,6.58738454209293e-11,0
chr4,61185000,61190000,chr4,61190000,61195000,2,1.09639578011667e-09,0
chr11,131905000,131910000,chr11,131910000,131915000,2,2.35218040843688e-10,0
chr7,10775000,10780000,chr7,10780000,10785000,1,0.000131198267027749,0
chr7,114710000,114715000,chr7,114715000,114720000,3,1.87671492928172e-12,0
chr3,76645000,76650000,chr3,76650000,76655000,1,1.54182015237928e-05,0
chr11,8760000,8765000,chr11,8765000,8770000,2,1.5582687712348e-08,0
chr7,12115000,12120000,chr7,12120000,12125000,2,3.04859820098696e-09,0
chr7,93875000,93880000,chr7,93885000,93890000,1,0.000176230303254146,0
chr10,82855000,82860000,chr10,82860000,82865000,1,4.79384404057469e-05,0
chr13,61580000,61585000,chr13,61585000,61590000,2,3.25877983997683e-09,0
chr11,11345000,11350000,chr11,11350000,11355000,2,4.51193905442842e-09,0
chr4,136620000,136625000,chr4,136625000,136630000,2,8.02599830801024e-09,0
chrX,92455000,92460000,chrX,92460000,92465000,1,1.45061295004906e-05,0
chr6,22685000,22690000,chr6,22690000,22695000,1,8.24470167199976e-05,0
chr16,69855000,69860000,chr16,69860000,69865000,3,1.08256628981926e-12,0
chrX,83080000,83085000,chrX,83085000,83090000,2,9.41605972072912e-11,0
chr2,77700000,77705000,chr2,77705000,77710000,2,5.06182105597469e-10,0
chr7,94040000,94045000,chr7,94045000,94050000,1,0.000166529665972737,0
chr7,80420000,80425000,chr7,80425000,80430000,2,1.15287351622985e-08,0
chr17,12340000,12345000,chr17,12345000,12350000,1,4.64673300988067e-05,0
chrX,121265000,121270000,chrX,121270000,121275000,1,2.3856771960778e-05,0
chr1,238940000,238945000,chr1,238945000,238950000,3,2.79575353378294e-14,0
chrX,138965000,138970000,chrX,138970000,138975000,1,7.70664763773718e-05,0
chr7,24555000,24560000,chr7,24560000,24565000,4,1.14180335945869e-17,0
chrX,100815000,100820000,chrX,100820000,100825000,3,3.39601333843899e-14,0
chr2,132440000,132445000,chr2,132445000,132450000,2,6.07033243903786e-11,0
chrX,55475000,55480000,chrX,55480000,55485000,1,9.04166747763835e-07,0
chrX,151435000,151440000,chrX,151440000,151445000,2,5.9035838568933e-10,0
chr9,12485000,12490000,chr9,12490000,12495000,1,0.000107917513997149,0
chr20,19140000,19145000,chr20,19145000,19150000,1,2.50781336062507e-05,0
chrX,43405000,43410000,chrX,43410000,43415000,2,4.89182051904936e-09,0
chr2,19650000,19655000,chr2,19655000,19660000,2,8.02599830801024e-09,0
chr14,62755000,62760000,chr14,62760000,62765000,1,0.000105641715106611,0
chr7,92100000,92105000,chr7,92105000,92110000,1,1.4720268285499e-05,0
chr14,20270000,20275000,chr14,20275000,20280000,2,2.35222936168874e-10,0
chr13,64430000,64435000,chr13,64435000,64440000,1,9.89966463399558e-05,0
chr7,68420000,68425000,chr7,68425000,68430000,1,2.99159588649571e-05,0
chr10,75060000,75065000,chr10,75065000,75070000,3,5.34111413483922e-13,0
chr12,97970000,97975000,chr12,97975000,97980000,1,3.22793397749331e-05,0
chrX,40155000,40160000,chrX,40160000,40165000,2,1.16330479807266e-09,0
chrX,3890000,3895000,chrX,3895000,3900000,1,1.18849062341074e-05,0
chr1,71985000,71990000,chr1,71990000,71995000,2,6.05719229180551e-10,0
chr1,188195000,188200000,chr1,188200000,188205000,3,1.99947101525426e-13,0
chr10,83415000,83420000,chr10,83420000,83425000,2,1.56042080864273e-10,0
chrX,108090000,108095000,chrX,108095000,108100000,3,3.21558699275091e-15,0
chr3,157730000,157735000,chr3,157735000,157740000,2,1.31672719069956e-09,0
chr21,24960000,24965000,chr21,24965000,24970000,2,1.23357193814552e-09,0
chrX,72530000,72535000,chrX,72535000,72540000,1,1.13019688911206e-05,0
chr14,49155000,49160000,chr14,49160000,49165000,3,1.46884237525385e-13,0
chr8,82680000,82685000,chr8,82685000,82690000,3,9.75158581372888e-14,0
chr2,45585000,45590000,chr2,45590000,45595000,2,6.90908883272314e-09,0
chrX,131160000,131165000,chrX,131165000,131170000,2,1.13459876658673e-09,0
chr3,167585000,167590000,chr3,167590000,167595000,2,9.46477585674251e-09,0
chr6,32445000,32450000,chr6,32450000,32455000,1,0.000113055867565023,0
chr5,152170000,152175000,chr5,152175000,152180000,1,2.25957537042195e-05,0
chr13,91980000,91985000,chr13,91985000,91990000,1,0.000113717989269467,0
chr21,25400000,25405000,chr21,25405000,25410000,2,5.46365696789638e-11,0
chr12,63630000,63635000,chr12,63635000,63640000,2,9.12617242526196e-11,0
chr21,10015000,10020000,chr21,10020000,10025000,1,5.71049949440793e-06,0
chr6,72495000,72500000,chr6,72500000,72505000,1,1.86302681056957e-05,0
chr18,65290000,65295000,chr18,65295000,65300000,1,1.77102707384902e-05,0
chr13,95265000,95270000,chr13,95270000,95275000,2,3.72374030647938e-08,0
chr18,59000000,59005000,chr18,59005000,59010000,3,7.83680862974922e-14,0
chrX,144125000,144130000,chrX,144130000,144135000,1,8.03037147537732e-06,0
chr6,87465000,87470000,chr6,87470000,87475000,3,1.28299749418404e-14,0
chr2,125680000,125685000,chr2,125685000,125690000,2,6.22851195377646e-11,0
chrX,74985000,74990000,chrX,74990000,74995000,2,8.75048034614588e-11,0
chr8,137285000,137290000,chr8,137290000,137295000,2,5.96904475471073e-09,0
chr5,11715000,11720000,chr5,11720000,11725000,2,4.77581855930478e-10,0
chr5,40415000,40420000,chr5,40420000,40425000,2,7.55227827838114e-10,0
chr13,36010000,36015000,chr13,36015000,36020000,3,2.92542120360476e-13,0
chr9,105685000,105690000,chr9,105690000,105695000,2,2.82406366134131e-10,0
chr1,1425000,1430000,chr1,1430000,1435000,2,6.82534251415271e-10,0
chr3,96010000,96015000,chr3,96015000,96020000,1,2.11166311106682e-05,0
chr13,92735000,92740000,chr13,92740000,92745000,3,7.02839515038209e-15,0
chr1,72860000,72865000,chr1,72870000,72875000,1,8.08927264784864e-05,0
chr2,171735000,171740000,chr2,171740000,171745000,1,0.000165483078040669,0
chrX,142530000,142535000,chrX,142535000,142540000,1,8.9940077063266e-06,0
chr3,104825000,104830000,chr3,104830000,104835000,2,9.23164451096152e-09,0
chr5,4350000,4355000,chr5,4355000,4360000,1,3.25727788887876e-05,0
chrX,53200000,53205000,chrX,53205000,53210000,1,8.25104471801631e-05,0
chr10,133025000,133030000,chr10,133030000,133035000,3,5.56280814558955e-15,0
chr21,40185000,40190000,chr21,40190000,40195000,3,6.60337441968149e-14,0
chr9,5325000,5330000,chr9,5330000,5335000,1,9.56582096586056e-05,0
chr2,186055000,186060000,chr2,186060000,186065000,1,4.34140435479952e-05,0
chr1,216625000,216630000,chr1,216630000,216635000,3,3.36460814872388e-15,0
chr18,65380000,65385000,chr18,65385000,65390000,2,3.23829032950863e-10,0
chr8,83760000,83765000,chr8,83765000,83770000,2,1.0529753760201e-09,0
chr20,41090000,41095000,chr20,41095000,41100000,1,2.13942148583558e-05,0
chr6,124560000,124565000,chr6,124565000,124570000,2,1.9767776426345e-09,0
chr3,83595000,83600000,chr3,83600000,83605000,1,6.37041081409895e-05,0
chr14,20195000,20200000,chr14,20200000,20205000,2,3.32564385448419e-10,0
chr20,51635000,51640000,chr20,51640000,51645000,4,1.11267725387208e-16,0
chr2,4270000,4275000,chr2,4275000,4280000,1,3.31675910613195e-05,0
chr6,164420000,164425000,chr6,164425000,164430000,1,6.37041091514522e-05,0
chr12,11435000,11440000,chr12,11440000,11445000,1,2.35752313805375e-05,0
chr2,184195000,184200000,chr2,184205000,184210000,1,0.000228793614270144,0
chr7,145425000,145430000,chr7,145430000,145435000,2,3.24675992309755e-10,0
chr3,87960000,87965000,chr3,87965000,87970000,1,5.85850803519328e-05,0
chr22,42025000,42030000,chr22,42030000,42035000,3,2.30271541394846e-14,0
chr4,89280000,89285000,chr4,89285000,89290000,1,9.26448818053726e-05,0
chr2,79660000,79665000,chr2,79665000,79670000,2,1.95427956330513e-09,0
chrX,148105000,148110000,chrX,148110000,148115000,2,8.4258472428173e-11,0
chr3,85455000,85460000,chr3,85460000,85465000,1,4.42745159148629e-05,0
chr3,16770000,16775000,chr3,16775000,16780000,2,2.81333131283917e-09,0
chr11,89830000,89835000,chr11,89835000,89840000,3,8.57329258871366e-15,0
chr12,105665000,105670000,chr12,105670000,105675000,2,4.20970187591198e-08,0
chr4,138825000,138830000,chr4,138830000,138835000,2,5.41250655199160e-09,0
chr12,82935000,82940000,chr12,82940000,82945000,1,6.10673051438981e-05,0
chr9,134945000,134950000,chr9,134950000,134955000,1,7.83471907840956e-05,0
chr18,41425000,41430000,chr18,41430000,41435000,3,3.04470709522618e-15,0
chr22,35690000,35695000,chr22,35695000,35700000,1,9.87825372615637e-05,0
chr2,56860000,56865000,chr2,56865000,56870000,3,4.74999211259344e-14,0
chr16,65990000,65995000,chr16,65995000,66000000,1,9.09439281347469e-05,0
chr11,115585000,115590000,chr11,115590000,115595000,2,5.53090453604527e-10,0
chr10,86645000,86650000,chr10,86655000,86660000,1,0.000152376788311239,0
chr12,70325000,70330000,chr12,70330000,70335000,1,3.3714810326399e-05,0
chr1,248745000,248750000,chr1,248750000,248755000,3,1.87772809601549e-14,0
chr6,58400000,58405000,chr6,58405000,58410000,1,2.89325363205509e-05,0
chr14,27755000,27760000,chr14,27760000,27765000,2,2.62232756641392e-09,0
chr14,25485000,25490000,chr14,25490000,25495000,3,1.31033362517555e-13,0
chr12,77815000,77820000,chr12,77820000,77825000,3,1.19657211712057e-13,0
chr13,76680000,76685000,chr13,76685000,76690000,4,9.08434942515147e-19,0
chr3,60900000,60905000,chr3,60905000,60910000,3,2.63414204118551e-13,0
chr2,5190000,5195000,chr2,5195000,5200000,1,2.90118449303455e-05,0
chr3,48900000,48905000,chr3,48905000,48910000,4,1.9667602564031e-16,0
chr8,51900000,51905000,chr8,51905000,51910000,2,8.00590544072164e-11,0
chr7,67755000,67760000,chr7,67760000,67765000,2,2.59540636705608e-09,0
chr3,148190000,148195000,chr3,148195000,148200000,2,4.92837611590718e-09,0
chr7,43070000,43075000,chr7,43075000,43080000,1,0.000226514393577077,0
chr13,24380000,24385000,chr13,24385000,24390000,3,6.54913242607184e-14,0
chr12,99895000,99900000,chr12,99900000,99905000,1,9.84970675036571e-05,0
chr1,152975000,152980000,chr1,152980000,152985000,3,7.52894155545731e-14,0
chr14,37335000,37340000,chr14,37340000,37345000,2,5.05212698361463e-09,0
chr20,39830000,39835000,chr20,39835000,39840000,1,1.4291996803221e-05,0
chr19,36180000,36185000,chr19,36185000,36190000,1,0.000180801082672899,0
chr17,13450000,13455000,chr17,13460000,13465000,1,0.000190893878625943,0
chr15,45190000,45195000,chr15,45195000,45200000,1,0.000102196283382571,0
chr18,6030000,6035000,chr18,6035000,6040000,1,3.40439367484055e-05,0
chr3,55910000,55915000,chr3,55915000,55920000,3,1.48041223031447e-14,0
chr12,128740000,128745000,chr12,128745000,128750000,3,1.6901204422272e-14,0
chr15,55405000,55410000,chr15,55410000,55415000,2,7.37680513344262e-09,0
chr14,49060000,49065000,chr14,49065000,49070000,1,2.8789780977077e-05,0
chr8,985000,990000,chr8,990000,995000,1,9.48573962759497e-06,0
chr4,56575000,56580000,chr4,56580000,56585000,2,9.09849552510128e-10,0
chr1,50250000,50255000,chr1,50255000,50260000,2,2.04226563964589e-09,0
chr2,51620000,51625000,chr2,51625000,51630000,1,7.92868933932296e-05,0
chr13,76525000,76530000,chr13,76530000,76535000,1,0.000137731909411645,0
chrX,37830000,37835000,chrX,37835000,37840000,2,2.40972132523328e-09,0
chrX,92780000,92785000,chrX,92785000,92790000,2,5.30915743908845e-11,0
chr7,114500000,114505000,chr7,114505000,114510000,2,5.27132668496501e-08,0
chr8,3685000,3690000,chr8,3690000,3695000,3,2.07049213716279e-15,0
chr12,79700000,79705000,chr12,79705000,79710000,2,3.54824930774637e-09,0
chr3,24105000,24110000,chr3,24110000,24115000,2,1.5431148624899e-08,0
chr4,150280000,150285000,chr4,150285000,150290000,3,7.7653995615731e-13,0
chrX,126670000,126675000,chrX,126675000,126680000,2,6.67906444188052e-11,0
chrX,145625000,145630000,chrX,145630000,145635000,2,6.11411389465449e-11,0
chrX,144910000,144915000,chrX,144915000,144920000,1,1.62271688135744e-05,0
chr13,111280000,111285000,chr13,111285000,111290000,1,8.65388831052366e-05,0
chr8,139490000,139495000,chr8,139495000,139500000,1,0.0001190346846484,0
chrX,21020000,21025000,chrX,21025000,21030000,1,4.22918614884045e-05,0
chr12,34245000,34250000,chr12,34250000,34255000,2,1.75898303943098e-09,0
chr18,6425000,6430000,chr18,6430000,6435000,3,1.37930162113241e-14,0
chr18,49870000,49875000,chr18,49875000,49880000,2,6.79253537752695e-10,0
chr1,80175000,80180000,chr1,80180000,80185000,2,4.05644727327506e-09,0
chr13,94950000,94955000,chr13,94955000,94960000,3,4.95437462793846e-13,0
chr10,107275000,107280000,chr10,107280000,107285000,2,1.18256764213368e-08,0
chrX,12585000,12590000,chrX,12590000,12595000,1,5.25817489343557e-05,0
chr6,84065000,84070000,chr6,84070000,84075000,3,2.26344809142419e-12,0
chrX,53835000,53840000,chrX,53840000,53845000,1,3.61178263195209e-05,0
chr6,20005000,20010000,chr6,20010000,20015000,4,7.28270740056615e-17,0
chr5,42105000,42110000,chr5,42110000,42115000,2,2.08203100418114e-09,0
chr5,37740000,37745000,chr5,37745000,37750000,1,6.04328513798126e-05,0
chr6,68545000,68550000,chr6,68550000,68555000,2,2.10534238852806e-09,0
chr2,21630000,21635000,chr2,21635000,21640000,1,8.12178561394268e-05,0
chr11,3220000,3225000,chr11,3225000,3230000,1,7.75184912556266e-05,0
chrX,11270000,11275000,chrX,11275000,11280000,2,9.56599397710231e-10,0
chr3,24605000,24610000,chr3,24610000,24615000,2,3.91131751266032e-09,0
chr10,84560000,84565000,chr10,84565000,84570000,2,2.3510357790985e-09,0
chr12,132110000,132115000,chr12,132115000,132120000,1,1.62390647921276e-05,0
chr14,76015000,76020000,chr14,76020000,76025000,1,0.000230616973214896,0
chr12,126630000,126635000,chr12,126635000,126640000,2,3.6181929815547e-10,0
chr3,24930000,24935000,chr3,24935000,24940000,3,1.04642848389607e-13,0
chr15,26270000,26275000,chr15,26275000,26280000,1,1.49899255787127e-05,0
chr4,68750000,68755000,chr4,68755000,68760000,2,1.01997125040934e-08,0
chr17,51460000,51465000,chr17,51465000,51470000,2,6.6654051927571e-09,0
chr6,95605000,95610000,chr6,95610000,95615000,2,9.32898344833323e-10,0
chr19,8030000,8035000,chr19,8035000,8040000,1,8.80733095846724e-05,0
chr11,115525000,115530000,chr11,115530000,115535000,3,1.35020979166927e-14,0
chr6,40995000,41000000,chr6,41000000,41005000,1,0.000152067576692723,0
chr11,132445000,132450000,chr11,132450000,132455000,4,3.94653363222074e-19,0
chr10,9190000,9195000,chr10,9195000,9200000,2,1.0659710782807e-09,0
chr11,31830000,31835000,chr11,31835000,31840000,1,6.00204770437895e-05,0
chr14,48410000,48415000,chr14,48415000,48420000,2,3.75531555366894e-10,0
chr10,19385000,19390000,chr10,19390000,19395000,1,4.37788514711055e-05,0
chr2,202160000,202165000,chr2,202165000,202170000,2,7.42935587199709e-10,0
chr12,98035000,98040000,chr12,98040000,98045000,2,4.88220971851953e-09,0
chr1,143430000,143435000,chr1,143435000,143440000,1,3.92598828407336e-07,0
chrX,141765000,141770000,chrX,141770000,141775000,2,1.23835208505459e-10,0
chrX,20160000,20165000,chrX,20165000,20170000,2,3.98993638507535e-09,0
chrX,45545000,45550000,chrX,45550000,45555000,3,8.64225725764654e-15,0
chrX,23330000,23335000,chrX,23335000,23340000,1,3.99324920882902e-05,0
chr17,37285000,37290000,chr17,37290000,37295000,3,1.75458828800431e-13,0
chr1,47310000,47315000,chr1,47315000,47320000,1,1.22933568494973e-05,0
chr16,8075000,8080000,chr16,8080000,8085000,2,3.65349719681386e-10,0
chr7,52560000,52565000,chr7,52565000,52570000,1,1.51564768212682e-05,0
chr7,88590000,88595000,chr7,88595000,88600000,1,5.3533404483562e-05,0
chr14,65875000,65880000,chr14,65880000,65885000,3,1.59741090880483e-11,0
chr13,53875000,53880000,chr13,53880000,53885000,3,2.62091811811622e-14,0
chr6,45540000,45545000,chr6,45545000,45550000,2,2.70587681167024e-08,0
chrX,78810000,78815000,chrX,78815000,78820000,2,1.11519768639213e-10,0
chr3,59955000,59960000,chr3,59960000,59965000,1,3.17559070152952e-05,0
chr9,29675000,29680000,chr9,29680000,29685000,1,6.93147632843285e-05,0
chr1,197850000,197855000,chr1,197855000,197860000,3,1.75458828800431e-13,0
chr2,66595000,66600000,chr2,66605000,66610000,1,0.000125290970040176,0
chr19,38345000,38350000,chr19,38350000,38355000,1,7.70664763773543e-05,0
chr1,169845000,169850000,chr1,169850000,169855000,3,2.65149879323395e-12,0
chr10,108480000,108485000,chr10,108485000,108490000,3,2.94972086891765e-13,0
chr4,176800000,176805000,chr4,176805000,176810000,4,1.6064536313043e-18,0
chr19,54770000,54775000,chr19,54775000,54780000,2,6.40932091404115e-10,0
chr1,246545000,246550000,chr1,246550000,246555000,2,5.36396657437371e-09,0
chr16,79860000,79865000,chr16,79865000,79870000,1,3.43928926961934e-05,0
chr1,41030000,41035000,chr1,41035000,41040000,3,1.55875057200364e-12,0
chr18,26965000,26970000,chr18,26970000,26975000,2,4.85931793128179e-09,0
chrX,120410000,120415000,chrX,120415000,120420000,2,3.29253093522184e-10,0
chr3,75510000,75515000,chr3,75515000,75520000,1,8.97021474659817e-06,0
chr7,48660000,48665000,chr7,48665000,48670000,1,5.20686840582637e-06,0
chr20,40630000,40635000,chr20,40635000,40640000,3,8.69715928283871e-15,0
chr2,154615000,154620000,chr2,154620000,154625000,2,2.71267537700935e-09,0
chrX,108220000,108225000,chrX,108225000,108230000,1,2.68229274199813e-05,0
chr20,41340000,41345000,chr20,41345000,41350000,1,3.45158179816756e-05,0
chr22,33390000,33395000,chr22,33395000,33400000,3,3.90279603028378e-13,0
chr3,39990000,39995000,chr3,39995000,40000000,3,5.47840495738079e-14,0
chrX,106565000,106570000,chrX,106570000,106575000,2,6.1278077693044e-10,0
chr3,56145000,56150000,chr3,56150000,56155000,2,2.66832299358986e-09,0
chrX,72440000,72445000,chrX,72445000,72450000,1,2.47331376852597e-05,0
chr7,154720000,154725000,chr7,154725000,154730000,2,1.86815046031872e-09,0
chr1,73960000,73965000,chr1,73965000,73970000,1,3.73431234637561e-05,0
chrX,14385000,14390000,chrX,14390000,14395000,1,1.49621658639282e-05,0
chr21,25305000,25310000,chr21,25310000,25315000,2,2.99181533796372e-10,0
chr2,117735000,117740000,chr2,117740000,117745000,2,1.8286263643727e-10,0
chr6,168960000,168965000,chr6,168965000,168970000,2,7.13887474167286e-10,0
chr18,5750000,5755000,chr18,5755000,5760000,3,8.62004378177561e-15,0
chr5,57395000,57400000,chr5,57400000,57405000,2,3.31050941511165e-09,0
chr9,31425000,31430000,chr9,31430000,31435000,1,9.97658238216786e-05,0
chr5,27785000,27790000,chr5,27790000,27795000,3,1.25252210703615e-15,0
chr1,104660000,104665000,chr1,104665000,104670000,2,1.14881626292168e-09,0
chr21,42155000,42160000,chr21,42160000,42165000,1,4.8856533648929e-06,0
chr14,29105000,29110000,chr14,29110000,29115000,1,8.21278952981543e-06,0
chrX,125635000,125640000,chrX,125640000,125645000,1,1.67268236135011e-05,0
chr21,15400000,15405000,chr21,15405000,15410000,2,1.59653653694435e-12,0
chr9,105285000,105290000,chr9,105290000,105295000,2,5.23346128669801e-10,0
chr1,49885000,49890000,chr1,49890000,49895000,1,3.50392461354992e-05,0
chr4,111970000,111975000,chr4,111975000,111980000,3,1.35427491322228e-12,0
chrX,82255000,82260000,chrX,82260000,82265000,2,6.10891549653436e-11,0
chr14,24750000,24755000,chr14,24760000,24765000,1,0.00021575637695701,0
chr5,127925000,127930000,chr5,127935000,127940000,1,0.000309177885383213,0
chr13,56825000,56830000,chr13,56830000,56835000,1,1.62747545926336e-05,0
chr6,131560000,131565000,chr6,131565000,131570000,2,8.75941161177016e-09,0
chr6,141890000,141895000,chr6,141895000,141900000,2,1.71450087087193e-10,0
chr9,80775000,80780000,chr9,80780000,80785000,3,2.17655715717541e-12,0
chr8,52175000,52180000,chr8,52180000,52185000,1,1.12186930941559e-05,0
chr5,11885000,11890000,chr5,11890000,11895000,2,8.50926862124556e-10,0
chr8,16360000,16365000,chr8,16365000,16370000,3,2.82163746806456e-13,0
chr11,127075000,127080000,chr11,127080000,127085000,2,2.14130678721333e-10,0
chr12,100315000,100320000,chr12,100320000,100325000,2,2.00706506435345e-09,0
chr1,107155000,107160000,chr1,107160000,107165000,1,4.54759987760837e-05,0
